Position Id,Total Successful Passes All,Total Unsuccessful Passes All,Total Successful Passes Excl Crosses Corners,Successful Passes Own Half,Unsuccessful Passes Own Half,Successful Passes Opposition Half,Unsuccessful Passes Opposition Half,Successful Passes Defensive third,Unsuccessful Passes Defensive third,Successful Passes Middle third,Successful Passes Final third,Successful Short Passes,Successful Long Passes,Successful Dribbles,Successful Lay-Offs,Touches,Duels won,Duels lost,Aerial Duels won,Aerial Duels lost,Ground Duels won,Ground Duels lost,Tackles Won,Tackles Lost,Total Clearances,Interceptions,Recoveries,Total Fouls Conceded,Total Fouls Won,Saves Made,Turnovers,Dispossessed,Pass Forward,Pass Backward,Touches open play final third,Touches open play opp box,Touches open play opp six yards
4,84,10,84,29,3,55,6,5,1,57,22,76,8,1,4,107,4,5,1,1,3,4,0,1,1,1,4,0,1,0,0,2,32,14,19,3,0
4,85,7,85,29,0,56,5,11,0,45,29,71,14,1,8,106,8,7,3,0,5,7,2,1,0,2,7,1,1,0,0,2,27,10,27,1,0
4,76,8,73,26,0,47,5,12,0,42,19,68,5,0,2,98,6,5,0,0,6,5,2,2,0,5,16,1,2,0,0,0,18,8,20,1,0
4,43,7,43,16,0,27,4,7,0,21,15,40,3,0,2,58,1,3,0,1,1,2,0,0,0,1,5,1,1,0,0,0,16,8,15,1,0
4,54,20.57142857,54,7.714285714,0,46.28571429,18,5.142857143,0,20.57142857,28.28571429,54,0,0,0,79.71428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.71428571,18,28.28571429,0,0
4,80,15,78,26,3,52,7,12,1,44,22,67,11,0,6,105,6,3,1,0,5,3,3,0,0,3,15,1,2,0,0,1,25,11,16,0,0
4,77,10,75,28,0,47,6,7,0,41,27,71,4,0,7,97,8,3,0,0,8,3,4,1,0,1,7,3,3,0,0,0,25,9,19,2,0
4,42.45283019,13.58490566,42.45283019,20.37735849,1.698113208,22.0754717,10.18867925,5.094339623,1.698113208,32.26415094,5.094339623,37.35849057,5.094339623,0,0,64.52830189,3.396226415,5.094339623,1.698113208,0,1.698113208,5.094339623,0,0,0,3.396226415,10.18867925,0,1.698113208,0,0,1.698113208,25.47169811,5.094339623,1.698113208,0,0
4,80,11,79,23,1,56,7,11,1,41,27,70,9,0,10,105,8,8,2,1,6,7,1,1,2,2,11,1,4,0,0,3,26,8,12,0,0
4,62,8,59,15,0,44,4,5,0,29,25,51,8,0,1,76,8,5,2,1,6,4,3,0,0,1,6,2,3,0,0,1,18,5,14,2,0
4,67,7,67,28,4,39,2,7,2,48,12,59,8,0,6,83,5,5,0,0,5,5,2,0,0,6,19,3,3,0,0,0,19,9,6,1,0
4,73,6,73,37,1,36,4,9,0,44,20,64,9,0,9,89,7,5,0,0,7,5,4,0,0,1,9,3,3,0,0,2,32,8,14,0,0
4,86,8,84,34,1,50,4,11,0,48,25,78,6,2,5,111,7,4,0,0,7,4,4,0,0,3,17,2,1,0,0,1,22,12,18,1,0
4,85,12,85,33,3,52,9,9,0,54,22,84,1,2,5,108,4,6,0,1,4,5,2,0,0,1,9,4,0,0,0,0,34,12,23,0,0
4,71,9,71,20,2,51,5,7,1,40,24,68,3,1,7,93,6,6,0,1,6,5,2,0,1,2,14,3,3,0,0,0,26,14,29,3,0
4,55,11,54,13,2,41,7,4,2,36,14,54,0,0,3,81,6,4,1,0,5,4,3,1,0,2,8,2,1,0,0,1,26,6,15,0,0
2,54,11,54,30,0,24,7,14,0,29,11,38,16,1,0,85,6,6,2,1,4,5,2,0,3,2,16,4,1,0,0,2,21,5,19,2,0
2,39,23,39,17,8,22,14,5,4,24,10,37,2,1,2,87,2,6,0,0,2,6,1,0,2,5,9,3,0,0,0,2,33,4,11,0,0
2,40,11,39,16,3,23,8,5,2,20,14,30,9,0,0,71,2,5,0,1,2,4,0,2,3,4,13,2,0,0,0,0,26,4,6,0,0
2,37,6,36,17,2,19,2,6,1,23,7,31,5,2,1,67,9,3,0,0,9,3,5,0,2,5,18,1,2,0,0,0,25,6,9,1,0
2,56,19,53,18,2,35,11,3,1,25,25,42,11,3,0,109,6,8,0,0,6,8,3,0,2,0,6,1,0,0,0,4,32,6,29,7,0
2,68,14,66,40,2,26,10,13,1,38,15,60,6,1,3,102,1,3,0,0,1,3,0,0,3,6,15,2,0,0,0,0,22,15,20,2,0
2,48,23,48,18,6,30,15,9,1,21,18,40,8,3,2,104,8,4,1,0,7,4,2,0,2,7,18,1,2,0,0,3,34,7,25,1,0
2,58.88888889,20,56.66666667,20,1.111111111,36.66666667,13.33333333,11.11111111,0,26.66666667,18.88888889,51.11111111,5.555555556,1.111111111,4.444444444,95.55555556,5.555555556,4.444444444,1.111111111,0,4.444444444,4.444444444,2.222222222,0,0,2.222222222,12.22222222,1.111111111,1.111111111,0,0,2.222222222,32.22222222,7.777777778,24.44444444,1.111111111,0
2,38,15,37,18,7,19,7,5,2,25,7,30,7,1,0,73,3,3,0,0,3,3,1,0,4,4,13,3,1,0,0,0,27,4,9,0,0
2,51.25,12.5,51.25,15,0,36.25,7.5,3.75,0,26.25,21.25,45,6.25,1.25,0,90,5,6.25,1.25,2.5,3.75,3.75,0,1.25,1.25,5,7.5,1.25,1.25,0,0,1.25,25,5,28.75,3.75,0
2,33.75,5.113636364,32.72727273,12.27272727,3.068181818,20.45454545,2.045454545,5.113636364,0,17.38636364,10.22727273,27.61363636,5.113636364,1.022727273,0,61.36363636,6.136363636,2.045454545,0,0,6.136363636,2.045454545,0,2.045454545,2.045454545,4.090909091,12.27272727,1.022727273,3.068181818,0,0,0,18.40909091,7.159090909,7.159090909,0,0
2,49,16,48,19,2,29,13,4,0,30,14,44,4,0,0,94,5,3,0,0,5,3,3,0,3,3,18,1,2,0,0,2,29,8,10,0,0
2,71,15,70,29,4,41,9,7,0,41,22,60,10,0,0,100,3,2,2,1,1,1,1,0,1,1,5,1,0,0,0,0,45,10,17,1,0
2,56,12,54,25,2,29,7,18,1,23,13,47,7,0,1,88,3,3,0,0,3,3,1,0,5,6,13,1,2,0,0,2,21,8,13,0,0
2,21,23,21,11,4,10,18,8,2,8,5,18,3,0,0,70,3,5,0,0,3,5,0,1,3,4,16,2,2,0,0,3,31,2,5,0,0
2,51,13,49,28,1,21,9,16,0,18,15,41,8,0,1,87,8,3,0,1,8,2,5,0,3,2,15,2,3,0,0,0,22,8,18,2,0
2,60,19,60,30,5,30,10,12,2,36,12,45,15,3,2,108,7,5,0,2,7,3,1,1,5,3,25,0,2,0,0,1,27,10,23,1,0
2,20,16,20,6,2,14,13,2,0,13,5,17,3,1,0,65,3,0,1,0,2,0,0,1,4,3,14,0,0,0,0,0,21,2,6,1,0
2,47,13,46,21,3,25,9,8,1,27,11,36,10,0,0,73,2,2,0,0,2,2,1,0,0,3,9,2,1,0,0,0,23,5,13,1,0
2,64,11,64,25,1,39,8,5,0,40,19,49,15,1,0,94,7,5,1,1,6,4,1,1,1,1,11,1,3,0,0,2,35,4,14,0,0
2,58,10,57,19,2,38,6,9,0,28,20,55,2,1,0,82,2,3,0,1,2,2,1,0,1,2,13,0,0,0,0,2,18,13,23,1,0
2,34,11,34,16,2,18,8,7,2,21,6,33,1,1,1,69,8,6,1,3,7,3,2,0,2,3,13,1,4,0,0,0,25,3,3,0,0
2,58,16,58,31,4,27,11,12,1,35,11,50,8,1,0,89,4,2,1,0,3,2,0,1,1,1,11,0,1,0,0,0,38,6,7,1,0
2,72,18,72,30,4,42,12,10,0,36,26,62,10,0,0,120,6,10,2,4,4,6,0,2,8,0,10,0,2,0,0,2,34,14,30,6,0
2,53,13,52,35,2,17,10,11,1,35,6,48,4,0,0,86,7,1,1,0,6,1,5,1,2,2,17,0,0,0,0,1,32,5,3,0,0
2,39,19,38,12,2,26,14,4,2,20,14,30,8,1,0,80,2,2,0,0,2,2,1,0,2,3,10,1,0,0,0,0,34,3,9,0,0
2,18,14,18,4,6,14,8,1,2,12,5,14,4,3,0,56,5,2,0,0,5,2,0,1,6,1,3,0,1,0,0,1,17,2,2,0,0
2,44,11,44,26,4,18,5,11,0,27,6,37,7,0,0,80,2,7,0,1,2,6,0,0,6,3,8,0,2,0,0,1,24,5,9,1,0
2,44,20,44,21,1,23,16,5,0,31,8,44,0,1,1,85,5,3,0,0,5,3,1,1,2,1,9,0,2,0,0,2,36,4,10,0,0
2,52,9,50,23,1,27,6,13,1,29,8,40,10,1,2,82,4,5,1,0,3,5,0,1,2,1,8,2,1,0,0,2,17,6,11,0,0
2,54,13,53,26,2,27,9,12,0,28,13,46,7,1,3,89,3,2,0,0,3,2,0,1,0,3,12,1,1,0,0,1,31,4,15,1,0
2,46.36363636,8.181818182,46.36363636,27.27272727,4.090909091,19.09090909,2.727272727,10.90909091,0,23.18181818,12.27272727,36.81818182,9.545454545,0,0,77.72727273,6.818181818,4.090909091,0,0,6.818181818,4.090909091,2.727272727,1.363636364,0,1.363636364,8.181818182,0,2.727272727,0,0,2.727272727,13.63636364,4.090909091,13.63636364,0,0
2,93,11,92,45,1,47,7,25,1,44,23,83,9,1,2,134,5,6,0,0,5,6,3,1,1,1,9,1,0,0,0,2,35,14,27,2,0
2,80,14,79,42,3,37,10,19,0,46,14,69,10,0,0,110,0,0,0,0,0,0,0,0,1,1,12,0,0,0,0,0,46,4,10,0,1
2,180,0,180,180,0,0,0,90,0,90,0,180,0,0,90,360,0,0,0,0,0,0,0,0,180,0,90,0,0,0,0,0,90,90,0,0,0
2,55.90909091,17.72727273,51.81818182,21.81818182,1.363636364,30,8.181818182,10.90909091,0,32.72727273,8.181818182,50.45454545,1.363636364,1.363636364,1.363636364,84.54545455,1.363636364,2.727272727,0,1.363636364,1.363636364,1.363636364,0,0,0,1.363636364,2.727272727,1.363636364,0,0,0,0,28.63636364,6.818181818,15,0,0
2,48,8,48,37,1,11,7,18,0,27,3,43,5,0,0,68,2,3,0,1,2,2,2,0,6,1,8,1,0,0,0,0,16,2,1,0,0
2,31,4,31,22,1,9,3,13,0,17,1,27,4,0,0,51,2,2,2,1,0,1,0,0,13,1,9,0,0,0,0,0,16,2,0,0,0
2,34,7,34,31,1,3,6,14,1,18,2,30,4,0,0,62,7,4,1,1,6,3,4,2,11,1,13,3,0,0,0,0,15,2,1,0,0
2,44,5,44,30,1,14,4,12,0,25,7,37,7,0,0,54,3,5,1,0,2,5,2,0,2,0,10,4,0,0,0,0,16,0,1,0,0
2,19.56521739,3.913043478,19.56521739,15.65217391,0,3.913043478,3.913043478,3.913043478,0,15.65217391,0,19.56521739,0,0,0,39.13043478,3.913043478,3.913043478,0,3.913043478,3.913043478,0,0,3.913043478,7.826086957,3.913043478,7.826086957,0,0,0,0,0,7.826086957,0,0,0,0
2,40,5,40,35,0,5,5,10,0,28,2,36,4,0,0,70,9,6,1,3,8,3,3,5,13,0,16,0,0,0,0,2,13,2,0,0,0
2,15,7.5,15,7.5,7.5,7.5,0,0,0,11.25,3.75,7.5,7.5,0,0,33.75,3.75,7.5,0,3.75,3.75,3.75,3.75,0,7.5,0,3.75,0,0,0,0,0,15,0,0,0,0
6,12,4,12,4,1,8,3,2,0,5,5,10,2,0,2,33,4,9,2,1,2,8,0,1,1,0,2,0,1,0,0,5,6,4,14,3,0
6,12.20338983,12.20338983,12.20338983,10.6779661,0,1.525423729,12.20338983,3.050847458,0,7.627118644,1.525423729,12.20338983,0,0,3.050847458,35.08474576,3.050847458,7.627118644,3.050847458,0,0,7.627118644,0,0,3.050847458,1.525423729,6.101694915,4.576271186,0,0,0,1.525423729,4.576271186,9.152542373,7.627118644,0,0
6,23.90625,7.03125,23.90625,7.03125,2.8125,16.875,4.21875,0,2.8125,12.65625,11.25,23.90625,0,1.40625,1.40625,42.1875,4.21875,2.8125,0,1.40625,4.21875,1.40625,0,0,0,1.40625,2.8125,0,2.8125,0,0,1.40625,5.625,8.4375,12.65625,1.40625,0
6,23,4,23,5,0,18,4,4,0,11,8,23,0,1,5,46,4,10,2,0,2,10,0,0,0,0,1,3,1,0,0,6,6,10,24,8,0
6,13,1,13,3,0,10,1,2,0,9,2,13,0,0,1,26,3,4,1,2,2,2,0,0,0,0,2,0,2,0,0,1,5,3,13,5,0
6,29,6,29,13,1,16,5,6,0,17,6,29,0,1,6,48,3,2,1,0,2,2,0,0,1,0,1,1,1,0,0,0,9,14,18,4,0
6,17.19101124,6.06741573,17.19101124,5.056179775,0,12.13483146,6.06741573,1.011235955,0,5.056179775,11.12359551,17.19101124,0,2.02247191,1.011235955,50.56179775,6.06741573,12.13483146,0,0,6.06741573,12.13483146,1.011235955,1.011235955,1.011235955,0,7.078651685,1.011235955,2.02247191,0,0,7.078651685,10.11235955,5.056179775,25.28089888,5.056179775,0
6,17,7,17,9,4,8,3,2,2,10,5,16,1,0,4,37,6,4,3,2,3,2,0,0,2,2,2,0,3,0,0,1,7,6,11,2,0
6,15,1,15,6,0,9,1,0,0,12,3,14,1,2,2,30,4,7,1,2,3,5,0,0,0,0,0,0,1,0,0,2,4,6,19,5,0
6,15,5,15,7,1,8,4,2,1,11,2,15,0,0,5,27,2,7,0,4,2,3,0,0,0,0,0,1,2,0,0,2,2,9,8,3,0
6,15,4,15,7,0,8,4,1,0,9,5,14,1,1,8,33,4,5,1,0,3,5,1,0,1,0,0,0,1,0,0,4,3,7,14,3,0
6,12,10.8,12,4.8,2.4,7.2,8.4,0,0,7.2,4.8,10.8,1.2,0,0,37.2,7.2,12,3.6,3.6,3.6,8.4,1.2,0,0,0,6,0,2.4,0,0,4.8,6,4.8,14.4,3.6,0
6,21.23595506,8.08988764,21.23595506,6.06741573,0,15.16853933,8.08988764,0,0,13.14606742,8.08988764,20.2247191,1.011235955,0,5.056179775,48.53932584,3.033707865,15.16853933,1.011235955,4.04494382,2.02247191,11.12359551,0,0,0,0,2.02247191,1.011235955,2.02247191,0,0,8.08988764,6.06741573,9.101123596,22.24719101,9.101123596,1.011235955
6,12,7,12,3,0,9,7,0,0,9,3,11,1,0,3,35,6,4,3,2,3,2,2,0,1,0,3,1,1,0,0,1,3,4,11,3,1
6,17,10,17,8,3,9,7,2,2,10,5,17,0,2,3,43,5,4,2,0,3,4,0,1,0,2,3,1,0,0,0,2,5,7,23,3,1
6,22,4,22,13,2,9,2,3,0,16,3,21,1,1,3,47,6,8,2,2,4,6,0,0,0,0,4,0,3,0,0,4,3,11,18,5,0
6,8,4,8,2,0,6,4,0,0,6,2,8,0,0,0,24,8,12,4,6,4,6,0,0,2,2,6,2,4,0,0,2,8,4,6,0,0
6,26.66666667,6.666666667,26.66666667,3.333333333,0,23.33333333,6.666666667,3.333333333,0,10,13.33333333,26.66666667,0,0,0,63.33333333,10,13.33333333,6.666666667,6.666666667,3.333333333,6.666666667,0,3.333333333,0,10,13.33333333,3.333333333,0,0,0,3.333333333,6.666666667,10,20,3.333333333,0
6,10.94594595,13.37837838,10.94594595,1.216216216,3.648648649,9.72972973,7.297297297,0,0,6.081081081,4.864864865,10.94594595,0,2.432432432,0,34.05405405,8.513513514,1.216216216,1.216216216,1.216216216,7.297297297,0,0,0,0,0,2.432432432,0,4.864864865,0,0,0,6.081081081,3.648648649,17.02702703,2.432432432,3.648648649
6,16,15,16,5,1,11,12,0,0,8,8,15,1,0,1,46,5,9,4,4,1,5,0,0,3,0,4,1,1,0,0,4,14,6,24,6,0
6,15.21126761,8.873239437,15.21126761,2.535211268,1.267605634,12.67605634,7.605633803,0,0,8.873239437,6.338028169,15.21126761,0,0,3.802816901,35.49295775,1.267605634,2.535211268,1.267605634,2.535211268,0,0,0,0,1.267605634,0,1.267605634,0,0,0,0,0,5.070422535,7.605633803,17.74647887,7.605633803,1.267605634
6,13.84615385,17.30769231,13.84615385,3.461538462,0,10.38461538,17.30769231,0,0,10.38461538,3.461538462,13.84615385,0,0,6.923076923,45,10.38461538,13.84615385,10.38461538,6.923076923,0,6.923076923,0,0,0,0,3.461538462,0,0,0,0,3.461538462,10.38461538,6.923076923,6.923076923,3.461538462,0
6,20,4.444444444,20,4.444444444,0,15.55555556,3.333333333,0,0,11.11111111,8.888888889,20,0,2.222222222,2.222222222,35.55555556,4.444444444,5.555555556,0,3.333333333,4.444444444,2.222222222,1.111111111,0,0,0,1.111111111,0,1.111111111,0,0,2.222222222,3.333333333,5.555555556,20,3.333333333,0
6,18.52941176,5.294117647,18.52941176,7.941176471,0,10.58823529,5.294117647,3.970588235,0,10.58823529,3.970588235,17.20588235,1.323529412,0,2.647058824,33.08823529,2.647058824,10.58823529,2.647058824,5.294117647,0,5.294117647,0,0,0,1.323529412,3.970588235,0,0,0,0,3.970588235,5.294117647,7.941176471,10.58823529,1.323529412,0
6,30,4,30,9,2,21,1,2,1,21,7,28,2,0,1,51,6,16,1,7,5,9,0,0,1,0,4,0,5,0,0,7,5,14,24,2,0
6,14,5,14,4,1,10,4,2,0,6,6,13,1,0,2,38,6,6,2,3,4,3,1,0,0,1,4,1,3,0,0,1,3,6,24,9,1
6,29,7,29,14,0,15,6,2,0,21,6,29,0,1,5,55,7,8,4,4,3,4,1,0,3,0,9,2,1,0,0,2,9,9,19,6,0
6,19.01408451,10.14084507,19.01408451,2.535211268,0,16.47887324,10.14084507,1.267605634,0,12.67605634,5.070422535,19.01408451,0,1.267605634,2.535211268,41.83098592,5.070422535,10.14084507,1.267605634,6.338028169,3.802816901,3.802816901,0,0,0,1.267605634,5.070422535,0,2.535211268,0,0,1.267605634,12.67605634,6.338028169,17.74647887,6.338028169,1.267605634
6,35,10,35,20,1,15,7,4,0,26,5,34,1,1,6,60,6,6,3,0,3,6,0,0,1,2,9,0,2,0,0,4,10,19,22,1,0
6,16,12,16,4,1,12,11,1,0,10,5,15,1,0,3,41,11,9,8,3,3,6,1,0,0,1,4,1,2,0,0,1,12,8,13,1,0
6,9,9,9,5,1,4,7,0,0,8,1,9,0,0,0,34,2,16,0,8,2,8,1,0,0,1,4,2,1,0,0,3,9,4,11,1,2
6,24,5,24,9,2,15,3,2,0,16,6,24,0,0,9,36,4,5,2,2,2,3,0,0,0,0,1,2,2,0,0,1,6,11,11,2,0
6,22,4,22,3,0,19,4,2,0,9,11,21,1,0,0,34,2,4,0,2,2,2,0,0,0,0,1,2,2,0,0,0,4,5,22,5,1
6,29,7,29,7,2,22,5,0,0,21,8,28,1,1,2,48,5,8,1,3,4,5,0,0,0,1,7,2,3,0,0,3,7,12,13,4,0
2,26,13,25,6,1,19,6,3,0,10,12,25,0,0,0,60,5,2,1,2,4,0,2,0,2,3,7,0,2,0,0,0,16,4,19,2,0
2,19,12,16,6,2,10,4,2,0,4,10,13,3,0,0,51,2,6,0,1,2,5,1,0,1,5,10,1,1,0,0,1,9,2,19,1,0
2,38,14,37,13,4,24,7,6,1,14,17,35,2,1,0,82,5,3,1,0,4,3,0,1,0,4,8,1,2,0,0,2,26,3,14,1,0
2,32,23,29,11,2,18,12,7,0,14,8,28,1,0,0,73,3,3,0,0,3,3,0,1,2,2,7,2,2,0,0,1,23,4,14,3,0
2,28,16,25,8,3,17,8,1,1,15,9,24,1,0,0,65,0,2,0,0,0,2,0,0,5,2,7,0,0,0,0,1,16,5,13,0,0
2,32,10,31,11,2,20,4,5,0,13,13,28,3,0,0,59,3,2,0,0,3,2,2,0,3,1,7,1,1,0,0,0,17,2,10,1,0
2,32,9,31,8,4,23,4,1,0,20,10,30,1,0,0,61,0,1,0,0,0,1,0,0,2,1,4,0,0,0,0,0,22,3,7,0,0
2,30,22,28,12,3,16,12,4,2,15,9,26,2,1,0,72,2,3,0,0,2,3,0,0,4,1,9,0,1,0,0,2,25,3,12,0,0
2,43,15,41,19,4,22,8,7,0,21,13,40,1,1,0,86,4,4,0,0,4,4,2,0,3,5,13,2,1,0,0,1,28,5,19,1,0
2,61,23,55,17,4,38,7,7,2,21,27,51,4,3,0,105,3,2,0,0,3,2,0,0,0,1,4,0,0,0,0,0,38,3,25,0,0
2,30,9,26,16,3,10,2,6,2,14,6,25,1,1,0,64,4,2,0,0,4,2,1,2,2,1,5,0,0,0,0,0,9,4,13,1,0
2,27,10,26,10,2,16,5,5,2,9,12,21,5,2,0,61,3,2,0,0,3,2,1,0,4,3,11,0,0,0,0,0,19,0,8,0,0
2,53,15,49,9,1,40,11,2,0,23,24,45,4,1,0,93,5,1,0,1,5,0,2,0,2,1,9,0,2,0,0,0,19,3,34,1,0
2,51,16,48,16,3,32,6,4,1,19,25,46,2,1,0,94,5,0,0,0,5,0,3,1,5,2,13,0,0,0,0,0,23,9,30,1,0
2,23,17,22,9,1,13,10,6,1,8,8,18,4,2,0,69,6,2,0,0,6,2,1,1,1,1,6,1,2,0,0,1,17,4,16,2,0
2,33,11,32,9,2,23,3,5,2,10,17,30,2,1,0,69,3,3,0,0,3,3,1,1,2,1,4,1,0,0,0,2,12,2,25,2,0
2,48,18,43,15,2,28,7,8,1,19,16,39,4,3,0,94,6,6,1,1,5,5,0,0,0,2,7,1,2,0,0,3,24,5,22,2,0
2,27,22,25,7,1,18,12,3,0,13,9,22,3,0,0,59,2,5,1,1,1,4,0,0,1,0,4,1,1,0,0,2,20,5,17,2,0
2,39,17,37,12,5,25,7,6,1,13,18,30,7,0,0,81,6,2,2,0,4,2,1,0,2,1,6,1,3,0,0,0,28,7,16,0,0
2,31,13,30,12,5,18,7,7,2,10,13,28,2,1,0,65,7,6,1,3,6,3,1,1,0,2,7,2,3,0,0,0,24,1,11,0,0
2,33,14,32,12,3,20,5,8,1,13,11,32,0,0,0,70,3,4,1,1,2,3,1,1,4,5,10,2,0,0,0,0,16,8,19,0,0
2,29,9,27,9,1,18,5,4,1,9,14,25,2,0,0,64,5,4,0,1,5,3,3,1,3,4,9,0,1,0,0,0,13,6,16,1,0
2,22,21,20,10,3,10,11,5,1,8,7,19,1,1,0,77,5,3,0,0,5,3,2,2,4,3,9,1,0,0,0,0,16,2,18,0,0
2,36,14,34,9,0,25,8,5,0,12,17,30,4,1,0,74,6,4,0,0,6,4,2,1,2,4,12,2,2,0,0,1,19,1,17,2,0
2,16,13,15,6,2,9,8,2,0,9,4,14,1,1,0,52,4,4,0,0,4,4,1,1,3,2,6,2,1,0,0,0,12,2,12,1,0
2,32,23,29,9,0,20,8,4,0,13,12,27,2,1,0,89,2,3,0,0,2,3,1,0,2,1,6,0,0,0,0,2,17,5,24,1,0
2,38,17,37,10,4,27,10,3,1,18,16,35,2,0,0,73,0,4,0,0,0,4,0,0,2,1,3,3,0,0,0,0,30,5,13,1,0
2,21,7,19,6,1,13,4,3,1,7,9,16,3,0,0,49,3,6,0,0,3,6,2,1,1,1,7,3,0,0,0,1,13,1,12,0,0
2,35,8,35,13,2,22,6,7,1,15,13,31,4,1,0,76,6,3,0,0,6,3,3,1,3,2,9,0,1,0,0,2,23,6,15,0,0
2,29,10,28,3,2,25,4,1,0,7,20,27,1,1,0,48,1,3,0,0,1,3,0,0,3,0,3,2,0,0,0,1,16,3,22,4,0
2,28,15,27,8,3,19,7,2,0,13,12,27,0,1,0,69,3,5,0,2,3,3,1,0,4,2,7,1,1,0,0,1,16,1,14,1,0
2,26,15,24,10,5,14,6,3,2,10,11,24,0,0,0,72,6,2,0,0,6,2,6,0,2,1,8,0,0,0,0,1,24,3,15,0,0
2,44,18,42,15,2,27,9,3,1,25,14,42,0,3,0,84,5,4,0,1,5,3,1,0,1,0,6,1,1,0,0,1,25,1,22,4,0
2,78.75,16.875,78.75,28.125,0,50.625,16.875,11.25,0,39.375,28.125,67.5,11.25,0,0,106.875,0,5.625,0,0,0,5.625,0,0,0,0,0,5.625,0,0,0,0,22.5,11.25,33.75,0,0
2,49,11,49,30,2,19,9,8,0,36,5,42,7,0,0,76,3,1,0,0,3,1,1,1,8,3,10,1,1,0,0,0,44,1,0,0,0
2,32,7,32,19,2,13,5,4,1,26,2,29,3,0,0,53,4,2,2,2,2,0,1,0,6,6,11,0,1,0,0,0,26,1,0,0,0
2,36,10,36,12,4,24,6,4,0,18,14,34,2,0,0,72,8,10,4,2,4,8,4,0,2,6,10,2,0,0,0,2,24,2,6,2,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,27,12,26,16,3,10,9,7,0,16,3,25,1,0,1,70,4,2,1,0,3,2,1,2,7,1,6,1,0,0,0,0,17,8,6,0,0
2,33,4,33,15,1,18,3,6,0,20,7,32,1,0,0,62,2,3,0,1,2,2,2,0,3,6,12,0,0,0,0,0,14,2,3,0,0
2,40,7,40,27,2,13,5,9,2,29,2,35,5,0,0,57,4,2,1,0,3,2,0,2,4,2,7,1,1,0,0,1,19,3,0,0,0
2,50,8,50,34,1,16,7,18,0,23,9,38,12,0,0,73,4,0,3,0,1,0,1,0,6,2,13,0,0,0,0,0,28,6,3,0,0
2,44,12,42,17,3,25,8,10,0,20,12,41,1,1,0,77,4,2,2,0,2,2,1,0,5,3,11,1,0,0,0,0,20,6,16,0,0
2,24,15,20,15,2,5,9,9,2,10,1,18,2,0,1,56,3,1,2,0,1,1,1,0,15,0,5,1,0,0,0,0,23,3,0,0,0
2,44,4,42,24,2,18,2,12,2,20,10,40,2,2,0,68,4,2,0,0,4,2,2,0,4,2,8,2,0,0,0,0,10,12,12,0,0
2,31.62162162,9.72972973,30.40540541,20.67567568,3.648648649,9.72972973,4.864864865,12.16216216,1.216216216,13.37837838,4.864864865,26.75675676,3.648648649,0,0,58.37837838,3.648648649,3.648648649,0,0,3.648648649,3.648648649,3.648648649,0,1.216216216,1.216216216,7.297297297,2.432432432,0,0,0,0,17.02702703,4.864864865,8.513513514,1.216216216,0
2,22,10,21,11,3,10,7,3,0,13,5,19,2,0,0,47,3,6,2,3,1,3,1,0,2,5,11,1,0,0,0,0,15,0,6,0,0
2,18,0,18,18,0,0,0,18,0,0,0,18,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,0,0
2,37,15,37,20,3,17,11,12,1,15,10,34,3,0,0,75,4,3,1,1,3,2,2,0,2,2,12,0,1,0,0,0,24,11,10,0,0
2,53,4,53,31,0,22,4,20,0,27,6,44,9,0,0,76,3,4,0,0,3,4,2,1,2,4,7,2,0,0,0,0,16,7,6,0,0
2,360,270,360,90,90,270,180,0,90,180,180,270,90,0,0,630,90,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,450,90,90,0,0
2,21,6,21,13,3,8,3,6,1,11,4,19,2,0,0,39,2,1,1,0,1,1,1,0,3,4,8,1,0,0,0,0,16,5,3,1,0
2,17,13,17,10,5,7,7,7,2,6,4,17,0,0,1,44,9,8,6,6,3,2,1,2,6,0,5,0,0,0,0,0,14,6,7,2,0
2,20,10,20,10,0,10,10,10,0,0,10,20,0,0,0,60,10,10,0,10,10,0,10,0,0,0,20,0,0,0,0,0,20,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,0,90,0,0,0,0,0,90,0,90,0,0,0,0,0,0,0,0,0,0
2,15,2,15,10,1,5,0,4,0,10,1,15,0,0,0,33,3,0,1,0,2,0,0,2,8,3,9,0,0,0,0,0,6,0,3,1,0
2,8,10,8,6,3,2,7,2,1,5,1,7,1,0,0,31,6,0,5,0,1,0,1,0,7,0,5,0,0,0,0,0,12,2,4,2,0
2,5,5,5,2,1,3,4,1,0,1,3,5,0,0,0,30,3,3,0,0,3,3,3,0,10,1,7,1,0,0,0,0,9,0,2,2,0
2,13,11,13,7,3,6,8,3,1,8,2,10,3,0,0,42,4,0,3,0,1,0,1,0,15,1,7,0,0,0,0,0,16,0,0,0,0
2,4,4,4,4,1,0,3,2,0,2,0,4,0,0,0,22,2,3,2,3,0,0,0,0,11,1,8,0,0,0,0,0,5,1,0,0,0
