2,2,1
2,3,1
6,4,1
4,4,1
2,4,1
2,6,1
2,6,1
2,6,1
1,7,1
2,7,1
2,7,1
2,7,1
6,7,1
6,7,1
2,8,1
1,8,1
2,8,1
4,8,1
1,8,1
1,8,1
1,8,1
6,8,1
2,9,1
2,9,1
1,10,1
1,10,1
1,10,1
1,10,1
2,10,1
1,10,1
2,10,1
6,10,1
1,10,1
1,11,1
1,11,1
1,11,1
6,11,1
2,11,1
6,11,1
1,11,1
6,12,1
6,12,1
6,12,1
6,12,1
1,12,1
1,12,1
1,12,1
2,12,1
2,12,1
4,12,1
1,12,1
2,12,1
6,13,1
1,13,1
1,13,1
2,13,1
1,13,1
1,13,1
1,13,1
6,13,1
1,13,1
2,13,1
2,13,1
6,13,1
2,13,1
1,13,1
1,13,1
1,13,1
1,13,1
6,13,1
1,14,1
1,14,1
4,14,1
2,14,1
2,14,1
1,14,1
4,14,1
2,14,1
1,14,1
2,14,1
6,14,1
6,14,1
1,15,1
1,15,1
1,15,1
2,15,1
1,15,1
1,15,1
2,15,1
1,15,1
1,15,1
2,15,1
1,15,1
4,15,1
1,15,1
2,15,1
2,15,1
4,15,1
6,15,1
1,16,1
2,16,1
6,16,1
2,16,1
2,16,1
1,16,1
2,16,1
1,16,1
2,16,1
2,16,1
4,16,1
1,16,1
6,16,1
6,17,1
6,17,1
2,17,1
2,17,1
2,17,1
4,17,1
2,17,1
2,17,1
1,17,1
2,17,1
4,17,1
1,17,1
1,17,1
2,17,1
1,17,1
6,17,1
1,17,1
1,18,1
2,18,1
2,18,1
1,18,1
1,18,1
1,18,1
6,18,1
1,18,1
2,18,1
2,18,1
2,18,1
1,18,1
1,18,1
1,18,1
2,18,1
4,18,1
4,18,1
2,18,1
2,18,1
6,18,1
4,19,1
1,19,1
1,19,1
1,19,1
1,19,1
1,19,1
1,19,1
1,19,1
4,19,1
2,19,1
2,19,1
1,19,1
2,19,1
2,19,1
1,19,1
4,19,1
6,19,1
4,19,1
2,19,1
2,19,1
1,19,1
1,19,1
2,19,1
2,19,1
2,20,1
6,20,1
4,20,1
1,20,1
2,20,1
1,20,1
2,20,1
4,20,1
6,20,1
1,20,1
4,20,1
1,20,1
1,20,1
4,20,1
2,20,1
6,20,1
1,20,1
4,20,1
6,20,1
2,21,1
2,21,1
1,21,1
1,21,1
2,21,1
1,21,1
4,21,1
1,21,1
1,21,1
1,21,1
4,21,1
1,21,1
1,21,1
2,21,1
2,21,1
6,21,1
1,21,1
1,22,1
2,22,1
4,22,1
2,22,1
1,22,1
1,22,1
4,22,1
1,22,1
1,22,1
1,22,1
2,22,1
6,22,1
4,22,1
1,22,1
4,22,1
1,22,1
1,22,1
6,22,1
4,23,1
2,23,1
4,23,1
1,23,1
2,23,1
2,23,1
1,23,1
4,23,1
4,23,1
2,23,1
2,23,1
6,23,1
6,23,1
1,24,1
6,24,1
4,24,1
2,24,1
1,24,1
2,24,1
2,24,1
2,24,1
4,24,1
1,24,1
1,24,1
1,24,1
4,24,1
6,24,1
4,25,1
4,25,1
1,25,1
2,25,1
6,25,1
2,25,1
4,25,1
4,25,1
1,25,1
4,25,1
1,25,1
1,25,1
4,25,1
4,26,1
2,26,1
2,26,1
1,26,1
1,26,1
2,26,1
1,26,1
1,26,1
1,26,1
4,26,1
6,26,1
4,26,1
2,26,1
4,26,1
4,26,1
4,26,1
2,27,1
2,27,1
1,27,1
1,27,1
2,27,1
4,27,1
2,27,1
4,27,1
4,28,1
4,28,1
4,28,1
2,28,1
6,28,1
4,28,1
2,28,1
1,28,1
1,28,1
2,28,1
2,28,1
2,29,1
4,29,1
4,29,1
1,29,1
4,29,1
2,29,1
4,29,1
1,29,1
6,29,1
2,30,1
4,30,1
2,30,1
2,30,1
2,30,1
4,30,1
2,30,1
2,31,1
1,31,1
1,31,1
4,31,1
4,31,1
4,31,1
4,31,1
2,31,1
4,31,1
2,31,1
2,31,1
2,31,1
2,32,1
2,32,1
1,32,1
2,32,1
2,32,1
4,32,1
2,32,1
1,32,1
2,33,1
2,33,1
4,33,1
4,33,1
4,33,1
1,33,1
1,33,1
4,34,1
2,34,1
2,34,1
1,34,1
2,34,1
4,34,1
4,34,1
4,34,1
2,35,1
4,35,1
4,35,1
1,35,1
2,35,1
2,35,1
6,35,1
6,35,1
4,36,1
4,36,1
4,36,1
4,36,1
2,36,1
4,36,1
2,37,1
4,37,1
4,37,1
4,37,1
1,37,1
2,37,1
6,38,1
2,38,1
1,38,1
2,38,1
4,38,1
6,38,1
4,38,1
2,38,1
4,39,1
6,39,1
4,39,1
2,39,1
2,39,1
4,39,1
1,39,1
2,39,1
2,40,1
2,40,1
2,40,1
2,41,1
4,41,1
4,41,1
4,41,1
4,41,1
2,41,1
1,41,1
4,42,1
2,42,1
2,42,1
2,42,1
2,42,1
4,43,1
6,43,1
2,43,1
2,43,1
4,43,1
2,43,1
2,43,1
2,43,1
4,43,1
1,43,1
1,43,1
2,44,1
4,44,1
4,44,1
4,44,1
2,45,1
2,45,1
2,45,1
4,45,1
4,45,1
6,45,1
4,45,1
4,46,1
1,47,1
4,47,1
4,47,1
2,47,1
2,48,1
4,48,1
4,48,1
4,48,1
4,49,1
2,49,1
2,50,1
2,50,1
2,50,1
2,50,1
4,50,1
2,50,1
2,50,1
4,51,1
4,51,1
4,51,1
6,51,1
2,52,1
4,52,1
2,52,1
6,53,1
2,53,1
4,53,1
2,53,1
2,54,1
4,54,1
